CustomerKey;Prefix;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;AnnualIncome;TotalChildren;EducationLevel;Occupation;HomeOwner
16557;MR.;DEREK;CHANDER;17.04.1970;S;M;derek14@gmail.com;20000;0;Partial College;Manual;Y
16558;MR.;PRESTON;SARA;17.04.1970;S;M;preston9@gmail.com;20000;0;Partial College;Manual;N
16559;MRS.;CANDACE;MARTINEZ;23.10.1969;S;F;candace16@gmail.com;10000;2;High School;Manual;Y
16560;MR.;KELVIN;SUN;14.10.1970;S;M;kelvin31@gmail.com;30000;0;Bachelors;Clerical;Y
16561;MR.;KURT;YUAN;6.12.1970;M;M;kurt6@gmail.com;30000;0;Bachelors;Clerical;Y
16562;MS.;COLLEEN;ZHANG;10.09.1970;M;F;colleen0@gmail.com;40000;0;Graduate Degree;Clerical;Y
16563;MRS.;MACKENZIE;BAKER;27.08.1919;S;F;mackenzie37@gmail.com;20000;2;Graduate Degree;Clerical;Y
16564;MS.;SUSAN;WU;7.08.1969;S;F;susan16@gmail.com;20000;0;Partial College;Manual;Y
16565;MR.;COREY;ANAND;8.04.1969;M;M;corey19@gmail.com;40000;0;Graduate Degree;Clerical;Y
16566;MS.;ASHLEE;SHEN;22.01.1969;S;F;ashlee9@gmail.com;40000;0;Graduate Degree;Clerical;Y
16567;MR.;ERICK;LOPEZ;10.09.1969;S;M;erick16@gmail.com;50000;0;Graduate Degree;Skilled Manual;Y
16568;MRS.;CAROLINE;COLEMAN;13.02.1922;M;F;caroline8@gmail.com;40000;1;Graduate Degree;Clerical;Y
16569;MRS.;COLLEEN;LI;12.09.1952;S;F;colleen3@gmail.com;10000;3;Partial College;Manual;Y
16570;MRS.;JULIE;SHE;20.03.1952;M;F;julie4@gmail.com;20000;2;Partial College;Manual;Y
16571;MRS.;AUDREY;TORRES;9.09.1951;M;F;audrey13@gmail.com;20000;2;Partial College;Manual;Y
16572;MR.;JON;XU;17.05.1968;S;M;jon45@gmail.com;10000;2;High School;Manual;Y
16573;MR.;RUBEN;DOMINGUEZ;10.02.1968;S;M;ruben36@gmail.com;20000;1;Partial College;Manual;N
16574;MR.;JOE;GOMEZ;12.03.1968;S;M;joe25@gmail.com;20000;1;Partial College;Manual;N
16575;MRS.;VERONICA;VANCE;3.09.1944;S;F;veronica4@gmail.com;170000;3;Graduate Degree;Management;N
16576;MR.;COREY;BECK;12.10.1946;S;M;corey17@gmail.com;90000;5;Partial College;Professional;Y
16577;MRS.;LEAH;CHEN;3.04.1946;S;F;leah1@gmail.com;90000;5;Partial College;Professional;N
16578;MRS.;STEFANIE;WEBER;5.12.1946;S;F;stefanie3@gmail.com;100000;2;Bachelors;Management;Y
16579;MR.;ZACHARY;DAVIS;20.06.1953;M;M;zachary34@gmail.com;70000;4;High School;Professional;Y
16580;MRS.;DAWN;CHEN;4.07.1954;M;F;dawn3@gmail.com;100000;3;High School;Professional;N
16581;MR.;KENNETH;BECKER;23.07.1954;S;M;kenneth17@gmail.com;100000;3;High School;Professional;Y
16582;MR.;FRANK;TORRES;4.10.1954;M;M;frank19@gmail.com;100000;3;High School;Professional;Y
16583;MR.;JUSTIN;MARTINEZ;5.05.1954;M;M;justin45@gmail.com;100000;3;High School;Professional;Y
16584;MR.;DEVIN;GRAY;3.05.1954;S;M;devin73@gmail.com;170000;0;High School;Professional;N
16585;MR.;VINCENT;SUN;6.05.1954;M;M;vincent12@gmail.com;170000;0;Partial High School;Professional;Y
16586;MR.;LEONARD;CHANDER;23.06.1953;M;M;leonard17@gmail.com;100000;3;Partial College;Professional;Y
16587;MR.;ZACHARY;MARTINEZ;11.09.1953;M;M;zachary48@gmail.com;120000;3;Bachelors;Management;Y
16588;MR.;ANDRE;MARTINEZ;3.04.1953;M;M;andre17@gmail.com;130000;4;Partial College;Professional;Y
16589;MR.;MARTIN;SURI;10.04.1953;M;M;martin6@gmail.com;130000;5;Partial College;Professional;Y
16590;;SHAWN;DENG;2.09.1953;M;NA;shawn3@gmail.com;150000;3;Bachelors;Management;Y
16591;MR.;CLARENCE;HE;27.10.1953;M;M;clarence11@gmail.com;160000;3;Bachelors;Management;Y
16592;MRS.;JACQUELYN;GOMEZ;15.11.1952;M;F;jacquelyn1@gmail.com;80000;4;Partial College;Professional;Y
16593;MRS.;SUZANNE;HE;5.01.1952;M;F;suzanne20@gmail.com;120000;4;Partial College;Professional;N
16594;MR.;ANDREW;JONES;4.03.1952;M;M;andrew12@gmail.com;170000;4;Bachelors;Management;N
16595;MR.;CAMERON;ANDERSON;19.07.1952;M;M;cameron50@gmail.com;170000;4;Bachelors;Management;Y
16596;MRS.;GABRIELLE;CARTER;28.03.1951;S;F;gabrielle53@gmail.com;70000;5;Partial High School;Skilled Manual;Y
16597;MRS.;KELLI;XU;15.03.1951;S;F;kelli13@gmail.com;100000;3;Partial College;Professional;Y
16598;MRS.;KATE;RAI;3.11.1951;S;F;kate14@gmail.com;130000;4;High School;Professional;N
16599;MR.;RAMÓN;CAI;17.05.1950;M;M;ramón19@gmail.com;150000;4;Bachelors;Management;Y
16600;MRS.;JANET;SUAREZ;16.05.1948;S;F;janet25@gmail.com;90000;4;High School;Management;Y
16601;MRS.;TABITHA;RANA;9.02.1948;S;F;tabitha9@gmail.com;130000;5;High School;Management;N
16602;MRS.;JILL;TRAVERS;19.09.1948;M;F;jill19@gmail.com;150000;4;High School;Management;Y
16603;MRS.;SCOTT;SEELY;19.11.1947;M;F;scott11@gmail.com;110000;4;Partial High School;Professional;Y
16604;MR.;ROY;SERRANO;4.01.1947;M;M;roy36@gmail.com;120000;5;High School;Management;N
16605;MS.;TONI;RANDALL;10.11.1975;M;F;toni11@gmail.com;60000;0;Bachelors;Professional;Y
16606;MR.;RICKY;BLANCO;9.11.1976;S;M;ricky16@gmail.com;70000;0;Bachelors;Professional;Y
16607;MR.;LOGAN;GONZALES;27.08.1975;M;M;logan18@gmail.com;70000;0;Bachelors;Professional;Y
16608;MR.;RICKY;MARTIN;13.12.1975;S;M;ricky0@gmail.com;70000;0;Bachelors;Professional;Y
16609;MR.;GARY;JIMENEZ;13.08.1974;S;M;gary16@gmail.com;70000;0;Bachelors;Professional;N
16610;MS.;SYDNEY;CLARK;23.06.1974;M;F;sydney81@gmail.com;70000;0;Bachelors;Professional;N
16611;MR.;DYLAN;RODRIGUEZ;16.01.1975;S;M;dylan50@gmail.com;80000;0;Bachelors;Professional;N
16612;MS.;EBONY;ASHE;22.08.1975;S;F;ebony31@gmail.com;90000;0;Bachelors;Professional;N
16613;MS.;CASSIE;SUTTON;8.04.1974;M;F;cassie2@gmail.com;70000;0;Bachelors;Professional;Y
16614;MS.;ALISON;SHEN;22.09.1973;M;F;alison1@gmail.com;80000;0;Bachelors;Professional;Y
16615;MS.;KAITLIN;PATEL;8.02.1973;S;F;kaitlin3@gmail.com;80000;0;Bachelors;Professional;N
16616;MR.;KELVIN;LIANG;6.06.1974;S;M;kelvin35@gmail.com;90000;0;Bachelors;Professional;N
16617;MR.;ALVIN;XIE;6.02.1974;M;M;alvin25@gmail.com;100000;0;High School;Management;Y
16618;MS.;CASSANDRA;SUBRAM;17.06.1974;M;F;cassandra14@gmail.com;110000;0;Partial College;Management;Y
16619;MRS.;WHITNEY;PEREZ;5.05.1974;M;F;whitney20@gmail.com;120000;5;Partial High School;Professional;N
16620;MR.;CAMERON;THOMPSON;16.05.1973;M;M;cameron33@gmail.com;90000;0;Bachelors;Professional;Y
16621;MS.;BIRGIT;SEIDEL;16.03.1973;M;F;birgit0@gmail.com;100000;0;High School;Management;N
16622;MR.;BYRON;NAVARRO;15.05.1973;S;M;byron6@gmail.com;100000;0;High School;Management;Y
16623;MR.;ANDRES;LAL;4.09.1973;S;M;andres5@gmail.com;150000;5;Bachelors;Professional;Y
16624;MR.;ALBERT;ALVAREZ;27.07.1972;S;M;albert7@gmail.com;90000;0;Bachelors;Professional;N
16625;MR.;GRANT;DENG;22.05.1972;M;M;grant3@gmail.com;100000;0;High School;Management;N
16626;;NATHANIEL;MORGAN;18.07.1972;S;NA;nathaniel14@gmail.com;100000;0;High School;Management;Y
16627;MS.;CLAUDIA;CHEN;27.05.1971;M;F;claudia1@gmail.com;80000;0;Bachelors;Professional;Y
16628;MR.;FRANCISCO;PRASAD;19.04.1971;S;M;francisco10@gmail.com;80000;0;Bachelors;Professional;N
16629;MS.;ROSA;ZHENG;13.09.1972;S;F;rosa19@gmail.com;110000;0;High School;Management;Y
16630;MR.;JAIME;SUTTON;11.07.1972;M;M;jaime28@gmail.com;110000;0;High School;Management;Y
16631;MS.;HALEY;WARD;20.03.1971;S;F;haley13@gmail.com;90000;0;Bachelors;Professional;Y
16632;MR.;RUBEN;ROMERO;17.05.1971;S;M;ruben32@gmail.com;100000;0;High School;Management;Y
16633;MS.;KELLI;BECKER;26.12.1971;M;F;kelli43@gmail.com;100000;0;High School;Management;Y
16634;MS.;JENNY;HU;16.02.1970;M;F;jenny22@gmail.com;90000;0;Bachelors;Professional;Y
16635;MR.;ERICK;SURI;14.02.1970;M;M;erick0@gmail.com;100000;0;Partial High School;Professional;Y
16636;MR.;DANNY;GOMEZ;26.08.1970;M;M;danny1@gmail.com;110000;0;High School;Management;Y
16638;MR.;DENNIS;YE;11.08.1971;M;M;dennis11@gmail.com;110000;0;Partial High School;Professional;Y
16639;MS.;RENEE;ROMERO;11.07.1971;S;F;renee8@gmail.com;110000;0;Partial High School;Professional;Y
16640;MR.;COLIN;LAL;3.06.1971;M;M;colin32@gmail.com;130000;0;Partial High School;Management;N
16641;MRS.;JULIA;BAILEY;17.05.1941;S;F;julia52@gmail.com;70000;5;Bachelors;Management;Y
16642;MR.;MASON;MITCHELL;7.11.1941;S;M;mason32@gmail.com;130000;2;Bachelors;Management;N
16643;MR.;FERNANDO;WILSON;19.07.1941;S;M;fernando7@gmail.com;170000;1;Graduate Degree;Management;N
16644;MR.;LEONARD;GOEL;23.12.1941;M;M;leonard21@gmail.com;170000;1;Graduate Degree;Management;Y
16645;MRS.;CHELSEA;SUBRAM;18.10.1942;M;F;chelsea14@gmail.com;80000;5;Bachelors;Management;Y
16646;MR.;XAVIER;COLLINS;25.10.1942;M;M;xavier42@gmail.com;100000;2;Graduate Degree;Management;Y
16647;MRS.;ANNA;ALEXANDER;18.10.1942;M;F;anna44@gmail.com;120000;2;Graduate Degree;Management;Y
16648;MRS.;RACHEL;COLEMAN;26.06.1942;M;F;rachel53@gmail.com;130000;2;Bachelors;Management;Y
16649;MRS.;MAKAYLA;STEWART;7.02.1943;M;F;makayla18@gmail.com;110000;2;Bachelors;Management;Y
16650;MRS.;KAITLYN;GREEN;3.09.1943;M;F;kaitlyn12@gmail.com;120000;2;Graduate Degree;Management;Y
16651;MRS.;ABIGAIL;MARTINEZ;26.09.1943;M;F;abigail58@gmail.com;120000;2;Bachelors;Management;Y
16652;MS.;NICOLE;RICHARDSON;6.08.1973;M;F;nicole36@gmail.com;60000;0;Partial College;Skilled Manual;Y
16653;MS.;ISABELLA;PHILLIPS;16.04.1973;M;F;isabella36@gmail.com;70000;0;Partial College;Professional;Y
16654;MS.;HEATHER;ZHANG;18.03.1973;M;F;heather0@gmail.com;70000;0;Partial College;Professional;Y
16655;MS.;DESTINY;TAYLOR;26.03.1976;M;F;destiny9@gmail.com;60000;0;Partial College;Professional;Y
16656;MR.;RONNIE;ZHANG;10.05.1955;M;M;ronnie0@gmail.com;80000;2;High School;Skilled Manual;N
16657;MR.;ALVIN;SHE;21.03.1955;M;M;alvin22@gmail.com;80000;2;High School;Skilled Manual;N
16658;MRS.;ASHLEE;RAJE;15.04.1955;S;F;ashlee20@gmail.com;80000;2;High School;Skilled Manual;Y
16659;MRS.;EMILY;JONES;3.12.1955;S;F;emily3@gmail.com;80000;2;High School;Skilled Manual;Y
16660;MR.;LEE;BLANCO;3.06.1956;S;M;lee14@gmail.com;70000;2;High School;Skilled Manual;N
16661;MR.;SHANE;RAMAN;15.04.1956;S;M;shane15@gmail.com;70000;2;High School;Skilled Manual;Y
16662;MRS.;STACEY;GAO;8.03.1957;S;F;stacey16@gmail.com;70000;2;High School;Professional;N
16663;MRS.;ROSA;LU;9.10.1957;S;F;rosa12@gmail.com;70000;2;High School;Professional;N
16664;MS.;SOPHIA;NELSON;17.06.1958;M;F;sophia8@gmail.com;130000;0;Graduate Degree;Management;Y
16665;MS.;LINDA;SUAREZ;25.06.1958;S;F;linda34@gmail.com;130000;0;Graduate Degree;Management;N
16666;MS.;TAYLOR;TORRES;9.04.1973;S;F;taylor16@gmail.com;80000;0;Bachelors;Management;N
16667;MS.;ALLISON;SANCHEZ;5.11.1974;S;F;allison25@gmail.com;30000;0;High School;Professional;Y
16668;MR.;LEVI;MALHOTRA;18.07.1974;S;M;levi4@gmail.com;30000;0;High School;Professional;N
16669;MR.;BENJAMIN;MARTINEZ;24.03.1974;S;M;benjamin54@gmail.com;60000;0;Partial College;Professional;Y
16670;MS.;SARAH;WHITE;18.07.1974;S;F;sarah15@gmail.com;60000;0;Partial College;Professional;N
16671;MS.;MEGAN;WOOD;25.08.1974;S;F;megan52@gmail.com;60000;0;Partial College;Professional;Y
16672;MS.;NICOLE;MARTINEZ;28.06.1974;S;F;nicole17@gmail.com;60000;0;Partial College;Professional;Y
16673;MR.;CURTIS;GUO;8.05.1974;S;M;curtis14@gmail.com;60000;0;Partial College;Professional;N
16674;MR.;RICARDO;YUAN;13.11.1959;M;M;ricardo6@gmail.com;130000;0;Graduate Degree;Management;Y
16675;MS.;KRISTI;ARTHUR;17.06.1959;S;F;kristi23@gmail.com;160000;0;Graduate Degree;Management;N
16676;;AMANDA;PERRY;26.03.1966;M;NA;amanda29@gmail.com;130000;0;Graduate Degree;Management;Y
16677;MR.;JACK;HUGHES;14.08.1966;M;M;jack11@gmail.com;130000;0;Graduate Degree;Management;Y
16678;MR.;IAN;RAMIREZ;15.10.1957;M;M;ian73@gmail.com;70000;2;Partial High School;Skilled Manual;Y
16679;MS.;AMBER;CARTER;5.10.1963;S;F;amber10@gmail.com;70000;0;Bachelors;Professional;N
16680;MR.;CARLOS;EDWARDS;16.03.1963;M;M;carlos27@gmail.com;70000;0;Bachelors;Professional;N
16681;MR.;LOUIS;CHANDE;15.03.1967;S;M;louis31@gmail.com;80000;5;Bachelors;Professional;Y
16682;MRS.;KRISTY;RAMOS;9.07.1967;M;F;kristy15@gmail.com;90000;4;Bachelors;Professional;Y
16683;MRS.;CHRISTY;RAI;5.03.1967;M;F;christy35@gmail.com;90000;4;Bachelors;Professional;Y
16684;MR.;JOEL;PEREZ;18.11.1962;M;M;joel20@gmail.com;60000;1;Bachelors;Professional;Y
16685;MRS.;ROBIN;DOMINGUEZ;13.06.1962;S;F;robin9@gmail.com;60000;1;Bachelors;Professional;Y
16686;MRS.;KRISTINE;ALONSO;15.07.1962;M;F;kristine9@gmail.com;60000;1;Bachelors;Professional;Y
16687;MR.;LAWRENCE;ROMERO;11.04.1961;S;M;lawrence7@gmail.com;60000;1;Partial College;Skilled Manual;N
16688;MRS.;TABITHA;GOMEZ;4.10.1961;S;F;tabitha20@gmail.com;60000;1;Partial College;Skilled Manual;N
16689;MR.;RAFAEL;SHEN;3.09.1961;M;M;rafael25@gmail.com;60000;1;Partial College;Skilled Manual;Y
16690;MS.;AIMEE;WU;2.11.1966;M;F;aimee6@gmail.com;110000;0;Graduate Degree;Management;Y
16691;MS.;PAULA;ROMERO;6.11.1966;S;F;paula12@gmail.com;110000;0;Graduate Degree;Management;N
16692;MR.;JAY;DIAZ;17.04.1960;M;M;jay32@gmail.com;60000;1;Partial College;Skilled Manual;Y
16693;MR.;ETHAN;COLEMAN;23.07.1960;M;M;ethan2@gmail.com;60000;1;Partial College;Skilled Manual;Y
16694;MRS.;MANDY;SUN;10.05.1960;M;F;mandy15@gmail.com;60000;1;Partial College;Skilled Manual;Y
16695;MR.;DWAYNE;SERRANO;27.04.1959;M;M;dwayne15@gmail.com;90000;1;Bachelors;Professional;Y
16696;MS.;CLAUDIA;ZENG;11.02.1965;S;F;claudia19@gmail.com;70000;0;Bachelors;Professional;N
16697;MR.;WYATT;HENDERSON;3.05.1965;S;M;wyatt56@gmail.com;80000;5;Bachelors;Professional;Y
16698;MS.;MALLORY;GILL;9.08.1964;S;F;mallory0@gmail.com;70000;0;Bachelors;Professional;N
16699;MR.;DOMINIC;KAPOOR;28.08.1959;M;M;dominic2@gmail.com;100000;5;Bachelors;Professional;Y
16700;MR.;BILLY;GILL;21.06.1963;S;M;billy15@gmail.com;70000;0;Bachelors;Professional;N
16701;MS.;LAURA;ZHENG;17.07.1963;S;F;laura25@gmail.com;70000;0;Bachelors;Professional;N
16702;MRS.;PATRICIA;RAMAN;16.03.1962;M;F;patricia15@gmail.com;60000;1;Partial College;Skilled Manual;Y
16703;MRS.;DENISE;SANCHEZ;5.05.1962;M;F;denise21@gmail.com;60000;1;Partial College;Skilled Manual;Y
16704;MRS.;KARLA;CHAVEZ;2.06.1961;M;F;karla16@gmail.com;70000;5;Partial College;Skilled Manual;Y
16705;MRS.;JACQUELINE;WOOD;11.07.1958;M;F;jacqueline2@gmail.com;80000;5;Bachelors;Professional;N
16706;MRS.;JENNY;SHAN;10.05.1958;M;F;jenny33@gmail.com;80000;5;Bachelors;Professional;Y
16707;MR.;DERRICK;SERRANO;7.04.1958;S;M;derrick15@gmail.com;90000;2;Bachelors;Professional;Y
16708;MRS.;KELLIE;SANZ;11.10.1958;S;F;kellie17@gmail.com;90000;2;Bachelors;Management;N
16709;MR.;ROY;ALVAREZ;16.06.1936;M;M;roy25@gmail.com;30000;2;Partial College;Clerical;N
16710;MRS.;CARLA;ARTHUR;15.09.1960;M;F;carla9@gmail.com;70000;5;Partial College;Skilled Manual;Y
16711;MR.;JORGE;ZHAO;2.02.1960;M;M;jorge12@gmail.com;70000;5;Partial College;Skilled Manual;Y
16712;MRS.;SUZANNE;LU;24.10.1956;S;F;suzanne12@gmail.com;70000;1;Partial College;Skilled Manual;N
16713;MR.;TONY;NARA;6.11.1953;M;M;tony19@gmail.com;40000;2;Bachelors;Management;Y
16714;MR.;DALTON;NICHOLLS;10.08.1976;M;M;dalton34@gmail.com;30000;0;High School;Skilled Manual;Y
16715;MS.;KATELYN;RAMIREZ;21.09.1976;M;F;katelyn5@gmail.com;30000;0;High School;Skilled Manual;Y
16716;MR.;JOSE;HENDERSON;3.02.1976;S;M;jose28@gmail.com;30000;0;High School;Skilled Manual;N
16717;MS.;MASAKI;UMEDA;11.04.1975;M;F;masaki0@gmail.com;40000;0;High School;Skilled Manual;Y
16718;MR.;GAVIN;STONE;26.07.1975;S;M;gavin14@gmail.com;40000;0;High School;Skilled Manual;Y
16719;MR.;TREVOR;RUSSELL;11.01.1975;S;M;trevor20@gmail.com;40000;0;High School;Skilled Manual;Y
16720;MS.;MORGAN;PERRY;17.11.1980;S;F;morgan77@gmail.com;30000;0;High School;Skilled Manual;Y
16721;MR.;XAVIER;SANDERS;3.09.1980;M;M;xavier69@gmail.com;30000;0;High School;Skilled Manual;N
16722;MR.;SEAN;GRAY;27.06.1980;S;M;sean13@gmail.com;30000;0;High School;Skilled Manual;Y
16723;MS.;BARBARA;ZHAO;14.09.1980;M;F;barbara20@gmail.com;30000;0;High School;Skilled Manual;Y
16724;MR.;GABRIEL;YANG;16.05.1980;S;M;gabriel24@gmail.com;30000;0;High School;Skilled Manual;N
16725;MR.;JACOB;WILLIAMS;21.06.1980;M;M;jacob3@gmail.com;30000;0;High School;Skilled Manual;Y
16726;MR.;MIGUEL;WOOD;26.05.1979;M;M;miguel48@gmail.com;30000;0;High School;Skilled Manual;Y
16727;MR.;CHARLES;JOHNSTON;17.11.1980;S;M;charles4@gmail.com;40000;0;High School;Skilled Manual;N
16728;MR.;COLE;MORRIS;21.01.1980;M;M;cole19@gmail.com;40000;0;High School;Skilled Manual;Y
16729;MR.;TOMMY;NARA;13.06.1937;M;M;tommy13@gmail.com;30000;2;Partial College;Clerical;N
16730;MRS.;MARIAH;LONG;1.10.1937;M;F;mariah14@gmail.com;30000;2;Partial College;Clerical;N
16732;MS.;NATALIE;FLORES;25.06.1978;S;F;natalie35@gmail.com;40000;0;High School;Skilled Manual;N
16733;MR.;DOUGLAS;SRINI;6.09.1938;M;M;douglas12@gmail.com;40000;2;Bachelors;Management;Y
16734;MRS.;EMMA;MARTINEZ;23.03.1938;S;F;emma16@gmail.com;40000;2;Bachelors;Management;Y
16735;MS.;MELISSA;HAYES;6.06.1977;S;F;melissa18@gmail.com;40000;0;High School;Skilled Manual;N
16736;MS.;KELLY;ALEXANDER;20.09.1977;S;F;kelly23@gmail.com;40000;0;High School;Skilled Manual;N
16737;MS.;STEVEN;SELIKOFF;2.05.1979;S;F;steven3@gmail.com;40000;0;High School;Skilled Manual;Y
16738;MR.;RAMON;LU;3.09.1939;M;M;ramon11@gmail.com;30000;2;Partial College;Clerical;N
16739;MR.;CORY;WEBER;27.06.1939;M;M;cory2@gmail.com;40000;2;Bachelors;Management;Y
16740;MR.;ELIJAH;LI;26.10.1940;M;M;elijah0@gmail.com;40000;2;Bachelors;Management;N
16741;MR.;ALAN;XU;7.09.1940;M;M;alan15@gmail.com;40000;2;Bachelors;Management;N
16742;MR.;MITCHELL;PAL;12.11.1940;M;M;mitchell11@gmail.com;40000;2;Bachelors;Management;N
16743;MRS.;ARIANA;STEWART;20.05.1942;M;F;ariana21@gmail.com;40000;2;Bachelors;Management;Y
16744;MRS.;LACEY;GUO;15.06.1942;M;F;lacey30@gmail.com;40000;2;Bachelors;Management;Y
16745;MRS.;KRISTA;MORENO;24.11.1942;S;F;krista7@gmail.com;60000;2;Graduate Degree;Management;N
16746;MS.;BRIANNA;PETERSON;5.11.1976;S;F;brianna41@gmail.com;40000;0;High School;Skilled Manual;N
16747;MR.;ALEXANDER;DAVIS;14.06.1975;S;M;alexander7@gmail.com;40000;0;High School;Skilled Manual;N
16748;MR.;PATRICK;PETERSON;1.06.1975;S;M;patrick11@gmail.com;40000;0;High School;Skilled Manual;Y
16749;MR.;AARON;COLEMAN;10.05.1974;S;M;aaron5@gmail.com;30000;0;Partial College;Skilled Manual;Y
16750;MR.;SETH;SANDERS;11.05.1974;M;M;seth76@gmail.com;30000;0;Partial College;Skilled Manual;Y
16751;MR.;AARON;SCOTT;13.12.1973;M;M;aaron45@gmail.com;60000;0;Partial College;Skilled Manual;Y
16752;MR.;MASON;WRIGHT;27.02.1973;S;M;mason42@gmail.com;60000;0;Partial College;Skilled Manual;Y
16753;MS.;RACHEL;HARRIS;23.02.1972;S;F;rachel16@gmail.com;70000;0;Partial College;Skilled Manual;Y
16754;MR.;ALEX;BELL;5.12.1972;S;M;alex18@gmail.com;80000;0;Bachelors;Management;Y
16755;MS.;OLIVIA;JAMES;26.07.1972;M;F;olivia43@gmail.com;80000;0;Bachelors;Management;Y
16756;MR.;RICHARD;ALLEN;18.09.1968;M;M;richard18@gmail.com;80000;0;Bachelors;Management;N
16757;MS.;MACKENZIE;COX;3.07.1967;M;F;mackenzie9@gmail.com;110000;0;Graduate Degree;Management;Y
16758;MR.;JUSTIN;PERRY;18.11.1967;M;M;justin4@gmail.com;110000;0;Graduate Degree;Management;Y
16759;MS.;JASMINE;BELL;3.07.1967;M;F;jasmine26@gmail.com;110000;0;Graduate Degree;Management;N
16760;MRS.;SYDNEY;ALEXANDER;11.08.1959;S;F;sydney41@gmail.com;60000;4;Graduate Degree;Skilled Manual;N
16761;MR.;ANGEL;WARD;12.12.1972;S;M;angel12@gmail.com;40000;4;Partial College;Clerical;Y
16762;MR.;FRANKLIN;FERRIER;26.07.1972;M;M;franklin39@gmail.com;50000;0;Graduate Degree;Skilled Manual;Y
16763;MR.;JUAN;SUAREZ;4.11.1973;M;M;juan6@gmail.com;50000;0;Graduate Degree;Skilled Manual;Y
16764;MR.;THOMAS;DAVIS;23.05.1973;M;M;thomas65@gmail.com;50000;0;Graduate Degree;Skilled Manual;Y
16765;MR.;DALTON;WHITE;7.07.1973;M;M;dalton12@gmail.com;50000;1;Graduate Degree;Skilled Manual;Y
16766;MRS.;SUMMER;ARUN;4.08.1973;S;F;summer5@gmail.com;50000;1;Graduate Degree;Skilled Manual;Y
16767;MR.;RAFAEL;LIU;5.04.1973;M;M;rafael4@gmail.com;50000;1;Graduate Degree;Skilled Manual;Y
16768;MR.;EDUARDO;BARNES;10.07.1973;M;M;eduardo47@gmail.com;50000;1;Graduate Degree;Skilled Manual;Y
16769;MR.;TYLER;WALKER;24.10.1971;M;M;tyler23@gmail.com;60000;1;Graduate Degree;Skilled Manual;Y
16770;MR.;CHARLES;ROGERS;22.09.1971;M;M;charles67@gmail.com;60000;1;Graduate Degree;Skilled Manual;Y
16771;MR.;IAN;WALKER;24.12.1972;M;M;ian21@gmail.com;50000;1;Graduate Degree;Skilled Manual;Y
16772;MRS.;MORGAN;PARKER;15.01.1972;M;F;morgan6@gmail.com;50000;1;Graduate Degree;Skilled Manual;Y
16773;MR.;DAVID;LAL;6.11.1972;M;M;david61@gmail.com;60000;1;Graduate Degree;Skilled Manual;Y
16774;MR.;EDUARDO;PERRY;11.02.1972;S;M;eduardo52@gmail.com;60000;1;Graduate Degree;Skilled Manual;Y
16775;MRS.;SARAH;RUSSELL;17.09.1972;M;F;sarah44@gmail.com;60000;1;Graduate Degree;Professional;Y
16776;MR.;DALTON;LEWIS;22.03.1970;M;M;dalton20@gmail.com;50000;1;Bachelors;Skilled Manual;Y
16777;MR.;CAMERON;SIMMONS;4.09.1944;M;M;cameron10@gmail.com;70000;4;Bachelors;Management;Y
16778;MR.;BLAKE;HAYES;3.09.1944;S;M;blake70@gmail.com;60000;4;Graduate Degree;Management;Y
16779;MRS.;MORGAN;WATSON;27.10.1944;M;F;morgan66@gmail.com;70000;5;Bachelors;Management;Y
16780;MR.;CARLOS;BAILEY;24.09.1945;M;M;carlos18@gmail.com;70000;5;Bachelors;Management;Y
16781;MR.;DYLAN;CHEN;18.06.1945;M;M;dylan25@gmail.com;70000;5;Bachelors;Management;Y
16782;MR.;LUCAS;CLARK;21.02.1946;M;M;lucas33@gmail.com;60000;5;Bachelors;Management;Y
16783;MRS.;GRACE;BARNES;7.12.1946;M;F;grace50@gmail.com;60000;5;Bachelors;Management;Y
16784;MRS.;CHLOE;LONG;10.02.1946;M;F;chloe76@gmail.com;60000;5;Bachelors;Management;Y
16785;MR.;CHRISTIAN;LEE;12.08.1946;M;M;christian42@gmail.com;70000;3;Bachelors;Management;Y
16786;MR.;LUCAS;REED;24.09.1946;M;M;lucas91@gmail.com;70000;4;Bachelors;Management;Y
16787;MRS.;NICOLE;JACKSON;26.04.1946;S;F;nicole12@gmail.com;70000;4;Bachelors;Management;Y
16788;MR.;RONNIE;GAO;14.04.1947;M;M;ronnie13@gmail.com;60000;5;Bachelors;Management;Y
16789;MRS.;JENNIFER;HARRIS;21.09.1947;M;F;jennifer42@gmail.com;60000;5;Bachelors;Management;Y
16790;MR.;HUNTER;LOPEZ;10.02.1947;M;M;hunter52@gmail.com;60000;5;Bachelors;Management;Y
16791;MR.;LEONARD;YUAN;7.05.1947;S;M;leonard8@gmail.com;60000;5;Bachelors;Management;Y
16792;MRS.;MARIA;TORRES;10.06.1947;M;F;maria16@gmail.com;60000;5;Bachelors;Management;Y
16793;MRS.;SAVANNAH;HERNANDEZ;7.05.1947;S;F;savannah41@gmail.com;60000;2;Bachelors;Management;Y
16794;MRS.;TAYLOR;COOK;20.04.1947;M;F;taylor5@gmail.com;60000;2;Bachelors;Management;Y
16795;MRS.;REGINA;GARCIA;4.05.1947;M;F;regina14@gmail.com;70000;4;Bachelors;Management;Y
16796;MRS.;KAITLYN;MARTIN;5.06.1948;S;F;kaitlyn37@gmail.com;60000;2;Partial College;Professional;Y
